Title,Date,TotalResult,Id
Novela z. o státní službě,,accepted,68400.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68799.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68798.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68797.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68796.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68795.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68794.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68793.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68792.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68791.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68790.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68789.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68788.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68787.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68786.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68785.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68784.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68783.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68782.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68781.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68780.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68779.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68778.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68777.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68776.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68775.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68774.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68773.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68772.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68771.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68770.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68769.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68768.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68767.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68766.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68765.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68764.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68763.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68762.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68761.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68760.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68759.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68758.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68757.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68756.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68755.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68754.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68753.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68752.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68751.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68750.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68749.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68748.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68747.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68746.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68745.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68744.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68743.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68742.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68741.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68740.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68739.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68738.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68737.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68736.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68735.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68734.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68733.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68732.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68731.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68730.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68729.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68728.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68727.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68726.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68725.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68724.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68723.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68722.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68721.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68720.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68719.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68718.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68717.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68716.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68715.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68714.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68713.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68712.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68711.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68710.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68709.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68708.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68707.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68706.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68705.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68704.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68703.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68702.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68701.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68700.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68699.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68698.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68697.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68696.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68695.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68694.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68693.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68692.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68691.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68690.0
Návrh na volbu kandidátů na člena Rady ÚSTR,,accepted,68689.0
Návrh na volbu kandidátů na člena Rady ÚSTR,,accepted,68688.0
Návrh na jmenování členů KR GA ČR,,accepted,68687.0
Návrh na jmenování člena RRTV,,accepted,68686.0
Návrh na volbu člena DR SFDI,,accepted,68685.0
Pořad schůze,,accepted,68684.0
Pořad schůze,,accepted,68683.0
Pořad schůze,,accepted,68682.0
<br/>,,rejected,68681.0
<br/>,,accepted,68680.0
<br/>,,rejected,68679.0
<br/>,,accepted,68678.0
<br/>,,accepted,68677.0
Pořad schůze,,rejected,68676.0
Pořad schůze,,rejected,68675.0
Pořad schůze,,rejected,68674.0
Pořad schůze,,rejected,68673.0
Pořad schůze,,rejected,68672.0
Pořad schůze,,accepted,68671.0
Pořad schůze,,accepted,68670.0
Pořad schůze,,rejected,68669.0
Pořad schůze,,accepted,68668.0
Pořad schůze,,rejected,68667.0
Pořad schůze,,rejected,68666.0
Pořad schůze,,accepted,68665.0
Pořad schůze,,rejected,68664.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68663.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68662.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68661.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68660.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68659.0
Pořad schůze,,accepted,68658.0
<br/>,,accepted,68657.0
Novela z. o státních svátcích,,accepted,68656.0
Novela z. o státních svátcích,,rejected,68655.0
Novela z. o státních svátcích,,rejected,68654.0
Novela z. o státních svátcích,,rejected,68653.0
Novela z. o státních svátcích,,accepted,68652.0
Novela z. o státních svátcích,,accepted,68651.0
Novela z. o státních svátcích,,rejected,68650.0
Novela z. o vnitrozemské plavbě,,accepted,68649.0
Novela z. o sociálních službách,,accepted,68648.0
Novela z. o sociálních službách,,accepted,68647.0
Novela z. o sociálních službách,,rejected,68646.0
Novela z. o sociálních službách,,rejected,68645.0
Novela z. o sociálních službách,,accepted,68644.0
Novela z. o sociálních službách,,accepted,68643.0
Novela z. o sociálních službách,,accepted,68642.0
Novela z. o sociálních službách,,rejected,68641.0
Novela z. o sociálních službách,,accepted,68640.0
Novela z. o sociálních službách,,accepted,68639.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,68638.0
Návrh na změny ve složení orgánů Poslanecké sněmovny,,accepted,68637.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,68636.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,68635.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,68634.0
Novela z. o poskytování dávek osobám se zdravot. postižením,,accepted,68633.0
Písemná interpelace V. Kovářové na A. Schillerovou ve věci sliby pana,,accepted,68632.0
Písemná interpelace V. Kovářové na D. Ťoka ve věci nejnebezpečnější mí,,accepted,68631.0
Písemná interpelace V. Kovářové na D. Ťoka ve věci nejnebezpečnější mí,,rejected,68630.0
Písemná interpelace J. Michálka na A. Babiše ve věci neprůhledného hos,,accepted,68629.0
Písemná interpelace J. Valenty na A. Babiše ve věci válečných reparací,,accepted,68628.0
Písemná interpelace V. Munzara na A. Schillerovou ve věci postupu FS Č,,accepted,68627.0
Písemná interpelace V. Munzara na A. Schillerovou ve věci postupu FS Č,,rejected,68626.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68625.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68624.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68623.0
Novela z. o dani z přidané hodnoty,,accepted,68622.0
<br/>,,accepted,68621.0
Novela z. o dani z přidané hodnoty,,accepted,68620.0
Novela z. o dani z přidané hodnoty,,accepted,68619.0
Novela z. o dani z přidané hodnoty,,accepted,68618.0
Novela z. o dani z přidané hodnoty,,rejected,68617.0
Novela z. - školský zákon,,accepted,68616.0
Novela z. - školský zákon,,rejected,68615.0
Novela z. - školský zákon,,accepted,68614.0
Novela z. - školský zákon,,rejected,68613.0
Vl.n.z. o zpracování osobních údajů - související - EU,,accepted,68612.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68611.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68610.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68609.0
Vl.n.z. o zpracování osobních údajů - související - EU,,accepted,68608.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68607.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68606.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68605.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68604.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68603.0
Vl.n.z. o zpracování osobních údajů - související - EU,,accepted,68602.0
Vl.n.z. o zpracování osobních údajů - související - EU,,rejected,68601.0
Vl.n.z. o zpracování osobních údajů - související - EU,,accepted,68600.0
Pořad schůze,,accepted,68999.0
Pořad schůze,,accepted,68998.0
Novela z. o investičních pobídkách,,rejected,68997.0
Novela z. o investičních pobídkách,,accepted,68996.0
N. z. o činnosti inst. zaměstnaneckého penzijního pojištění - EU,,accepted,68995.0
N. z. o činnosti inst. zaměstnaneckého penzijního pojištění - EU,,accepted,68994.0
Novela z. o zpravodajských službách ČR,,accepted,68993.0
Novela z. o zpravodajských službách ČR,,accepted,68992.0
Novela z. o zpravodajských službách ČR,,rejected,68991.0
Vl.n.z. - nominační zákon,,rejected,68990.0
Vl.n.z. - nominační zákon,,accepted,68989.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,rejected,68988.0
"Vl.n.z, kterým se mění některé zák.na úseku vnitřní správy - EU",,accepted,68987.0
Novela z. o poštovních službách - EU,,rejected,68986.0
Novela z. o poštovních službách - EU,,accepted,68985.0
Novela z. o poštovních službách - EU,,accepted,68984.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,68983.0
Vl.n.z.o změně zák.v souv.s přij.zák.o Sbírce zák.a mez.sml.,,accepted,68982.0
Novela z. o poskyt. náhrad škod způsob.chráněnými živočichy,,accepted,68981.0
Novela z. o poskyt. náhrad škod způsob.chráněnými živočichy,,accepted,68980.0
Novela z. o poskyt. náhrad škod způsob.chráněnými živočichy,,accepted,68979.0
Novela z. o poskyt. náhrad škod způsob.chráněnými živočichy,,accepted,68978.0
Novela z. o volbách do Evropského parlamentu - EU,,accepted,68977.0
Novela z. - transplantační zákon,,accepted,68976.0
Novela z. - transplantační zákon,,accepted,68975.0
Novela z. - transplantační zákon,,accepted,68974.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68973.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68972.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68971.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68970.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68969.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,rejected,68968.0
Informace vlády ČR k řešení krizové situace na dálnici D1,,accepted,68967.0
Návrh Pravidel hospodaření poslaneckých klubů pro rok 2019,,accepted,68966.0
Návrh usnesení PS ke Dni památky obětí holocaustu,,accepted,68965.0
Pořad schůze,,accepted,68964.0
Pořad schůze,,accepted,68963.0
Pořad schůze,,accepted,68962.0
Pořad schůze,,accepted,68961.0
Pořad schůze,,accepted,68960.0
Pořad schůze,,accepted,68959.0
Informace o podpořeném financování za rok 2017,,accepted,68958.0
Inf. o pojišťování vývozu se státní podporou v roce 2017,,accepted,68957.0
Zpráva o situaci v oblasti veřejného pořádku v roce 2017,,accepted,68956.0
Výroční zpráva o činnosti a hospodaření ČTK v roce 2017,,accepted,68955.0
Zpráva o plnění programů prevence před povodněmi 2017,,accepted,68954.0
Výroční zpráva Českého telekomunikačního úřadu za rok 2017,,accepted,68953.0
Zpráva o činnosti RRTV za rok 2017,,accepted,68952.0
Zpráva o činnosti a hospodaření ÚPDI za rok 2017,,accepted,68951.0
Zdravotně pojistné plány zdravotních pojišťoven na rok 2018,,accepted,68950.0
Výroční zpráva o činnosti Českého rozhlasu za rok 2017,,accepted,68949.0
Zpráva o činnosti finančního arbitra za rok 2017,,accepted,68948.0
Výroční zpráva o činnosti a hospodaření ČTK v roce 2016,,accepted,68947.0
Zpráva o činnosti RRTV za rok 2016,,accepted,68946.0
Účast ozbrojených sil ČR na vojenských cvičeních v roce 2019,,accepted,68945.0
Inf. o účasti ozbroj. sil ČR na voj. cvič. za 1. pol. 2018,,accepted,68944.0
2. doplněk k účasti ozbroj. sil ČR na voj. cvič. v roce 2018,,accepted,68943.0
Rozh. vl. o přeletech a průj.ozbroj.sil přes území ČR - 2019,,accepted,68942.0
Inf. o přeletech a průjezdech ozbroj. sil v 1. pololetí 2018,,accepted,68941.0
Inf. o nasazení sil MO v zahraničních operacích v roce 2017,,accepted,68940.0
1. doplněk k účasti ozbroj. sil ČR na voj. cvič. v roce 2018,,accepted,68939.0
Inf. o účasti ozbr. sil ČR na voj. cvič. za 2. pol. 2017,,accepted,68938.0
Inf. o přeletech a průjezdech ozbroj. sil v 2. pololetí 2017,,accepted,68937.0
Písemná interpelace O. Richterové na A. Babiše ve věci řešení soc.vylo,,accepted,68936.0
Písemná interpelace V. Munzara na A. Schillerovou ve věci postupu FS Č,,accepted,68935.0
Písemná interpelace V. Kovářové na A. Babiše ve věci hospodaření Kance,,accepted,68934.0
Písemná interpelace Z. Stanjury na A. Babiše ve věci plánovaných inves,,accepted,68933.0
"Vl.n.z, kterým se mění volební zákony a soudní řád správní",,accepted,68932.0
Novela z. o státní službě,,accepted,68931.0
Novela z. o státní službě,,rejected,68930.0
Novela z. o státním občanství ČR,,accepted,68929.0
Novela z. o státním občanství ČR,,accepted,68928.0
Novela z. o státním občanství ČR,,rejected,68927.0
Vl.n.z. o úpravě vztahů v souvislosti s vystoupením VB z EU,,accepted,68926.0
Vl.n.z. o úpravě vztahů v souvislosti s vystoupením VB z EU,,accepted,68925.0
Vl.n.z. o úpravě vztahů v souvislosti s vystoupením VB z EU,,accepted,68924.0
Novela z. o majetkovém vyrovnání s církvemi,,accepted,68923.0
Novela z. o majetkovém vyrovnání s církvemi,,accepted,68922.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68921.0
Novela z. o majetkovém vyrovnání s církvemi,,accepted,68920.0
Novela z. o majetkovém vyrovnání s církvemi,,rejected,68919.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,accepted,68918.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68917.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68916.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68915.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68914.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68913.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,rejected,68912.0
Novela z. o předcházení ekologické újmě a o její nápravě - EU,,accepted,68911.0
Pořad schůze,,rejected,68910.0
Pořad schůze,,accepted,68909.0
Pořad schůze,,accepted,68908.0
Pořad schůze,,accepted,68907.0
Pořad schůze,,accepted,68906.0
Novela z. - insolvenční zákon - EU,,accepted,68905.0
Novela z. - insolvenční zákon - EU,,rejected,68904.0
Novela z. - zákoník práce,,accepted,68903.0
Pořad schůze,,accepted,68902.0
Pořad schůze,,rejected,68901.0
Pořad schůze,,rejected,68900.0
Pořad schůze,,rejected,68899.0
Pořad schůze,,rejected,68898.0
Pořad schůze,,rejected,68897.0
Pořad schůze,,rejected,68896.0
Pořad schůze,,accepted,68895.0
Pořad schůze,,accepted,68894.0
Pořad schůze,,rejected,68893.0
Pořad schůze,,rejected,68892.0
Pořad schůze,,rejected,68891.0
Pořad schůze,,rejected,68890.0
Pořad schůze,,accepted,68889.0
<br/>,,accepted,68888.0
Návrh rozpočtu SZIF na rok 2019,,accepted,68887.0
Návrh rozpočtu SZIF na rok 2019,,accepted,68886.0
Dotační programy zemědělství pro rok 2019,,accepted,68885.0
Rozpočet SFDI na rok 2019,,accepted,68884.0
Rozpočet SFDI na rok 2019,,accepted,68883.0
Návrh rozpočtu SFRB na rok 2019,,accepted,68882.0
Vl.n.z. v souvislosti s nařízením EP a Rady o rtuti - EU,,accepted,68881.0
Vl.n.z. v souvislosti s nařízením EP a Rady o rtuti - EU,,accepted,68880.0
Vl.n.z. v souvislosti s nařízením EP a Rady o rtuti - EU,,rejected,68879.0
Vl.n.z. v souvislosti s nařízením EP a Rady o rtuti - EU,,accepted,68878.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68877.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68876.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68875.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68874.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68873.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68872.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68871.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68870.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68869.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68868.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68867.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68866.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68865.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68864.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68863.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68862.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68861.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68860.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68859.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68858.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68857.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68856.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68855.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68854.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68853.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68852.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68851.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68850.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68849.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68848.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68847.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,rejected,68846.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68845.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68844.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68843.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68842.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68841.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68840.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68839.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68838.0
Vl. n. z. kterým se mění některé zákony v oblasti daní - EU,,accepted,68837.0
Novela z. o léčivech - EU,,accepted,68836.0
Novela z. o léčivech - EU,,accepted,68835.0
Novela z. o léčivech - EU,,accepted,68834.0
Novela z. o léčivech - EU,,accepted,68833.0
Novela z. o léčivech - EU,,accepted,68832.0
Novela z. o léčivech - EU,,accepted,68831.0
Novela z. o léčivech - EU,,accepted,68830.0
Novela z. o léčivech - EU,,rejected,68829.0
Novela z. o léčivech - EU,,rejected,68828.0
Novela z. o léčivech - EU,,rejected,68827.0
Novela z. o léčivech - EU,,rejected,68826.0
Novela z. o léčivech - EU,,accepted,68825.0
<br/>,,accepted,68824.0
Novela z. o evidenci tržeb - EU,,rejected,68823.0
Novela z. o evidenci tržeb - EU,,rejected,68822.0
Novela z. o evidenci tržeb - EU,,rejected,68821.0
Novela z. o evidenci tržeb - EU,,rejected,68820.0
Pořad schůze,,rejected,68819.0
Pořad schůze,,accepted,68818.0
Střednědobý výhled státního rozpočtu ČR na léta 2020 a 2021,,accepted,68817.0
Střednědobý výhled státního rozpočtu ČR na léta 2020 a 2021,,rejected,68816.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68815.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68814.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68813.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68812.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68811.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68810.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68809.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68808.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,accepted,68807.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68806.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68805.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68804.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68803.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68802.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68801.0
Vl.n.z. o státním rozpočtu ČR na rok 2019,,rejected,68800.0
"Vl.n.z. o znalcích, znaleckých kanc. a znaleckých ústavech - EU",,accepted,69199.0
Pořad schůze,,accepted,69198.0
Pořad schůze,,rejected,69197.0
Pořad schůze,,accepted,69196.0
Novela z. o provozu na pozemních komunikacích,,rejected,69195.0
Novela z. o provozu na pozemních komunikacích,,rejected,69194.0
Novela z. o provozu na pozemních komunikacích,,rejected,69193.0
Novela z. o hospodaření energií - EU,,rejected,69192.0
Novela z. o hospodaření energií - EU,,rejected,69191.0
Novela z. o hospodaření energií - EU,,accepted,69190.0
Novela z. o služeb. poměru příslušníků bezpečnostních sborů,,accepted,69189.0
Novela z. o služeb. poměru příslušníků bezpečnostních sborů,,rejected,69188.0
Novela z. o služeb. poměru příslušníků bezpečnostních sborů,,rejected,69187.0
Novela z. o služeb. poměru příslušníků bezpečnostních sborů,,accepted,69186.0
Novela z. o služeb. poměru příslušníků bezpečnostních sborů,,rejected,69185.0
Novela z. o ochraně spotřebitele - EU,,accepted,69184.0
Novela z. o ochraně spotřebitele - EU,,accepted,69183.0
Novela z. o podpoře regionálního rozvoje,,accepted,69182.0
Pořad schůze,,accepted,69181.0
Pořad schůze,,rejected,69180.0
Pořad schůze,,rejected,69179.0
Pořad schůze,,rejected,69178.0
Pořad schůze,,accepted,69177.0
Pořad schůze,,rejected,69176.0
Pořad schůze,,rejected,69175.0
Pořad schůze,,accepted,69174.0
Pořad schůze,,accepted,69173.0
Pořad schůze,,rejected,69172.0
Pořad schůze,,accepted,69171.0
